episode,name,line
5x08 - The Playbook,Barney," I did not know you felt it. I was so caught up with my own projects as... Damn, she looks out there. Quickly dispersed.
"
5x08 - The Playbook,Lily," It's good. You see that guy over there in diving suit?
"
5x08 - The Playbook,Lily," And here we are.
"
5x08 - The Playbook,Marshall," I have no idea. And it's k*ll us, Claire. It k*ll us!
"
5x08 - The Playbook,Lily," So what does the diver? Claire and here, in passing.
"
5x08 - The Playbook,Barney," Hello, Claire. I am Lieutenant Frank Lyman. I train dolphins b*mb detectors for... You know what? I can not do that.Robin, I'm sorry. I think this break is harder for me than expected.The Book of roles was just a way to change my mind.
"
5x08 - The Playbook,Robin," It's okay. It's hard for me too. Look at me. I gave up on relationships.
"
5x08 - The Playbook,Marshall," She is getting married.
"
5x08 - The Playbook,Ted," I will prepare my toast.
"
5x08 - The Playbook,Marshall," I have to check my tuxedo.
"
5x08 - The Playbook,Robin," I'll knock your heads like two coconuts.
"
5x08 - The Playbook,Lily," I'm delighted that you stop it. And frankly, the real Barney is better than all the false Barney's Book of Roles.
"
5x08 - The Playbook,Barney," Is it true? Claire, you must have heard a lot about the real Barney tonight. Want some coffee?
"
5x08 - The Playbook,Lily," Before refusing, you should know that in this neoprene combined with what appears to be a pair of socks...
"
5x08 - The Playbook,Barney," A Pringles, but still.
"
5x08 - The Playbook,Lily,"... is an incredible kind. He's funny and it's one of my best friends. And he came out with this g*n.
"
5x08 - The Playbook,Robin," It's a good guy.
"
5x08 - The Playbook,Ted," Come on, go out with him.
"
5x08 - The Playbook,Marshall," It's a coffee, huh?
"
5x08 - The Playbook,Robin," It's nothing.
"
5x08 - The Playbook,Marshall," I'm proud of him. It takes a lot of Pringles to be as vulnerable.
"
5x08 - The Playbook,Lily," I had a message from Barney. ""Look under the table.""  A page from the Book of Roles.
"
5x08 - The Playbook,Robin," It says what?
"
5x08 - The Playbook,Ted," It's The Diver.
"
5x08 - The Playbook,Barney," Step one, talk to a friend Book Roles. Step two, play with one of his colleagues and make angry she steals the Book.Step three, put the combi and say you will do a final round, The Diver with the sexy girl next to the bar. Your friend, let's call her Lily, told him everything about the book. Now the hard part.When Lily and daughter are questioning The Diver, remove the mask, and pull out the stops on your deepest insecurities that do not exist because you are awesome. Sad for you, Lily talks about you to the girl who agrees to have coffee. And... is... gone.
"
5x08 - The Playbook,Lily," You dirty bastard...!
"
5x08 - The Playbook,Marshall," It is. You say you do not want a relationship. Well, the love of your life will not pass this door, and this is... this kind.
"
5x08 - The Playbook,Robin," I will not fall in love with him.
"
5x08 - The Playbook,Ted," Yes, because it is... this kind.
"
5x08 - The Playbook,Robin," No comment. The blue jacket, it does not suit me, so...
"
5x08 - The Playbook,Marshall," Right, because here it is. It is this type!  Let him at least a chance. Get out a bit with it, see if it can give something.
"
5x08 - The Playbook,Robin," I will work.
"
5x08 - The Playbook,Marshall," Yeah, right.
"
5x08 - The Playbook,Robin," I'm really going to work.
"
5x08 - The Playbook,Robin," Yes.
"
5x08 - The Playbook,Robin," Damn, Marshall.
"
6x05 - Architect of Destruction,Ted,"I love your idea about a giant rooftop ring of fire you can jump through with a motorcycle, but I tweaked it slightly and... This is still super bad-ass. It's now a patio garden where you can bring a nice bag lunch.
"
6x05 - Architect of Destruction,Barney,"Sick. Yeah. Dude. Working together is gonna be legen... Wait for it. I'll send you an inter-office memo with the rest 'cause we freakin' work together!
"
6x05 - Architect of Destruction,Barney,"Oh, big news. The board finally settled on a site for the building.
"
6x05 - Architect of Destruction,Ted,"Uh, no, thank you. Still got it.
"
6x05 - Architect of Destruction,Ted,"Barney, we have to talk.
"
6x05 - Architect of Destruction,Barney,"Sure. What's up?
"
6x05 - Architect of Destruction,Barney,"Not now, Trish!
"
6x05 - Architect of Destruction,Ted,"""Dary.""
"
6x05 - Architect of Destruction,Barney,"Legendary! So, what's on your mind?
"
6x05 - Architect of Destruction,Ted,"I can't design the building.
"
6x05 - Architect of Destruction,Marshall,"Oh, yeah.
"
6x05 - Architect of Destruction,Lily,"Oh, baby. No, no. Not the slipper socks with the rubber soles. I work so hard to-to set the mood, and-and when I see those, I feel the egg go right back up my Fallopian tube.
"
6x05 - Architect of Destruction,Marshall,"Baby, these satin sheets are slippery. Papa needs traction.
"
6x05 - Architect of Destruction,Lily,"Traction?
"
6x05 - Architect of Destruction,Marshall,"As you know, Papa likes to get down with enthusiasm.
"
6x05 - Architect of Destruction,Lily,"Please stop calling yourself ""Papa.""
"
6x05 - Architect of Destruction,Marshall,"And without traction, Papa's likely to boogie himself right out of bed. It's either these or soccer cleats.
"
6x05 - Architect of Destruction,Lily,"Hey, so I talked to Robin. I guess she and Max hooked up last night.
"
6x05 - Architect of Destruction,Marshall,"Nice! I love that guy. Max is both his name and his level of awesomeness.
"
6x05 - Architect of Destruction,Lily,"Yeah. He's a sweet guy. She feels really comfortable with him. They bonded over hockey. I guess he has a small penis, but they want to double-date next weekend.
"
6x05 - Architect of Destruction,Marshall,"Why would you tell me that?
"
6x05 - Architect of Destruction,Lily,"So you'll clear your schedule.
"
6x05 - Architect of Destruction,Marshall,"No! The other part!
"
6x05 - Architect of Destruction,Lily,"Oh, the small penis thing?
"
6x05 - Architect of Destruction,Marshall,"Ah! Don't! Stop saying that! Why do you keep saying that? You... I don't want to know that. I'm not going to be able to look the guy in the eye. I'm certainly not going to be able to call him ""Max.""
"
6x05 - Architect of Destruction,Lily,"That's insane. I mean, just because you know Max has a small penis...
"
6x05 - Architect of Destruction,Marshall,"Just don't!
"
6x05 - Architect of Destruction,Barney,"You're kidding me.
"
6x05 - Architect of Destruction,Ted,"I'm sorry. I can't do this if it means tearing down The Arcadian. It's an architectural landmark. Plus, people live there. How does GNB plan to get hundreds of residents to just up and leave?
"
6x05 - Architect of Destruction,Barney,"Snakes.
"
6x05 - Architect of Destruction,Ted,"Did you just say ""snakes""?
"
6x05 - Architect of Destruction,Barney,"I don't recall saying ""snakes"". Ted, I know you love crappy old stuff no one cares about. But I'm gonna give you four words to live byNew is always better.
"
6x05 - Architect of Destruction,Ted,"New is always better?
"
6x05 - Architect of Destruction,Barney,"You know who's a million times hotter than the hottest girl I've ever slept with? Her okay-looking friend I haven't seen naked. Why? Because new is always better.
"
6x05 - Architect of Destruction,Ted,"Mm-hmm? And this theory applies to everything?
"
6x05 - Architect of Destruction,Barney,"Everything.
"
6x05 - Architect of Destruction,Ted,"So, those new Star Wars movies... Those are better than the old ones?
"
6x05 - Architect of Destruction,Barney,"Yeah. The first three barely mention the intricacies of intergalactic trade law.
"
6x05 - Architect of Destruction,Ted,"And when you're at a g*n n' Roses concert, you're like, ""Yeah, yeah, Paradise City, whatever. When are they gonna rock me some Chinese Democracy""?
"
6x05 - Architect of Destruction,Barney,"Axl's really matured as a songwriter, Ted.
"
6x05 - Architect of Destruction,Ted,"Wendy! I'd like to buy my friend a drink. What's your oldest Scotch?
"
6x05 - Architect of Destruction,Ted,"Amazing. And what's your newest scotch?
"
6x05 - Architect of Destruction,Ted,"Your call, buddy.
"
6x05 - Architect of Destruction,Barney,"A glass of the J-Jumbo Jim's Grape Scotch sounds lovely. Lots of ice. New is always better, Ted! That's a rule. Just like bigger is always better!
"
6x05 - Architect of Destruction,Marshall,"Pff. That's not true. Uh, sometimes smaller is better. ""Hey, look how big my cell phone is!"" You don't hear people say that. No. You want something compact and efficient that fits comfortably in your pocket, and I think Max is just a great guy.
"
6x05 - Architect of Destruction,Robin,"Lily told you.
"
6x05 - Architect of Destruction,Ted,"Told him what?
"
6x05 - Architect of Destruction,Lily,"Max has a small penis.
"
6x05 - Architect of Destruction,Barney,"How can you speak of such things?
"
6x05 - Architect of Destruction,Robin,"Girls talk about everything.
"
6x05 - Architect of Destruction,Lily,"Size, shape, left or right leaning orientation...
"
6x05 - Architect of Destruction,Robin,"Length, resemblance to a historical figure, such as Winston Churchill... Yes, that's one of you. Girth, grooming...
"
6x05 - Architect of Destruction,Barney,"How can you speak of such things?
"
6x05 - Architect of Destruction,Lily,"You're kidding. Barney, every time I mention a woman you don't know, the first thing you say is, ""Boobs?"" Not the complete sentence, ""Does she have big boobs?"" Which also would not be great. Just""Boobs?""
"
6x05 - Architect of Destruction,Barney,"I do not do that.
"
6x05 - Architect of Destruction,Lily,"My friend Lori from work...
"
6x05 - Architect of Destruction,Barney,"Boobs? Damn it. But... seriously. Boobs?
"
6x05 - Architect of Destruction,Lily,"So why is it okay for guys to talk about boobs, but the moment we bring up a topic like Max's small penis... I'm gonna pretend this conversation never happened.
"
6x05 - Architect of Destruction,Marshall,"Impossible. Max's penis is stuck in my brain like a splinter. Like a splinter-sized splinter.
"
6x05 - Architect of Destruction,Barney,"Speaking of disappointing weenies... Ted, tell them what you told me.
"
6x05 - Architect of Destruction,Ted,"I want to ask the board at GNB to move the site for the new headquarters so we don't have to tear down a classic old building.
"
6x05 - Architect of Destruction,Barney,"I still don't get this. Why, all of a sudden, out of nowhere, do you want to ruin... Wait a minute. Who's the girl?
"
6x05 - Architect of Destruction,Robin,"Duh. Of course there's a girl.
"
6x05 - Architect of Destruction,Ted,"What? I... There's no g-girl. Why would you even... Her name is Zoey.
"
6x05 - Architect of Destruction,Barney,"Boobs?
"
6x05 - Architect of Destruction,Ted,"Look, mister, you are very convincing, and I am very flattered. Confused, even. But I'm not looking...
"
